#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,2065,Codeforces Round 1003 (Div. 4),C2,Skibidus and Fanum Tax (hard version),1300,16837,binary search;greedy,https://codeforces.com/contest/2065/problem/C2,div4
