#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1497,Codeforces Round 708 (Div. 2),C1,k-LCM (easy version),1200,27812,constructive algorithms;math,https://codeforces.com/contest/1497/problem/C1,div2
2,1185,Codeforces Round 568 (Div. 2),C1,Exam in BerSU (easy version),1200,11630,greedy;sortings,https://codeforces.com/contest/1185/problem/C1,div2
