#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1942,"CodeTON Round 8 (Div. 1 + Div. 2, Rated, Prizes!)",C2,Bessie's Birthday Cake (Hard Version),1700,6614,geometry;greedy;math,https://codeforces.com/contest/1942/problem/C2,div1
2,2039,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",C2,Shohag Loves XOR (Hard Version),1800,4621,bitmasks;brute force;math;number theory,https://codeforces.com/contest/2039/problem/C2,div1
3,2129,Codeforces Round 1040 (Div. 1),C2,Interactive RBS (Medium Version),2000,1924,binary search;bitmasks;constructive algorithms;interactive,https://codeforces.com/contest/2129/problem/C2,div1
4,1172,Codeforces Round 564 (Div. 1),C2,Nauuo and Pictures (hard version),2600,933,dp;probabilities,https://codeforces.com/contest/1172/problem/C2,div1
5,1889,Codeforces Round 906 (Div. 1),C2,Doremy's Drying Plan (Hard Version),2600,1120,data structures;dp,https://codeforces.com/contest/1889/problem/C2,div1
6,1286,Codeforces Round 612 (Div. 1),C2,Madhouse (Hard version),2800,729,brute force;constructive algorithms;hashing;interactive;math,https://codeforces.com/contest/1286/problem/C2,div1
7,1540,Codeforces Round 728 (Div. 1),C2,Converging Array (Hard Version),2900,509,dp;math,https://codeforces.com/contest/1540/problem/C2,div1
8,2089,Codeforces Round 1012 (Div. 1),C2,Key of Like (Hard Version),3100,208,dp;math;probabilities,https://codeforces.com/contest/2089/problem/C2,div1
