#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,2129,Codeforces Round 1040 (Div. 1),C3,Interactive RBS (Hard Version),2300,1300,binary search;bitmasks;constructive algorithms;dp;interactive,https://codeforces.com/contest/2129/problem/C3,div1
