#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1914,Codeforces Round 916 (Div. 3),E2,Game with Marbles (Hard Version),1400,14031,games;greedy;sortings,https://codeforces.com/contest/1914/problem/E2,div3
