#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1551,Codeforces Round 734 (Div. 3),B1,Wonderful Coloring - 1,800,30565,greedy;strings,https://codeforces.com/contest/1551/problem/B1,div3
2,1249,Codeforces Round 595 (Div. 3),B1,Books Exchange (easy version),1000,21756,dsu;math,https://codeforces.com/contest/1249/problem/B1,div3
3,1234,Codeforces Round 590 (Div. 3),B1,Social Network (easy version),1000,19369,implementation,https://codeforces.com/contest/1234/problem/B1,div3
