#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1527,Codeforces Round 721 (Div. 2),B1,Palindrome Game (easy version),1200,30177,constructive algorithms;games,https://codeforces.com/contest/1527/problem/B1,div2
