#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,2018,Codeforces Round 975 (Div. 1),F3,Speedbreaker Counting (Hard Version),3100,258,dp;greedy;math,https://codeforces.com/contest/2018/problem/F3,div1
