#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,533,"VK Cup 2015 - Round 2 (unofficial online mirror, Div. 1 only)",E,Correcting Mistakes,1800,2359,constructive algorithms;dp;greedy;hashing;strings;two pointers,https://codeforces.com/contest/533/problem/E,div1
2,1740,Codeforces Round 831 (Div. 1 + Div. 2),E,Hanging Hearts,1800,4758,constructive algorithms;data structures;dfs and similar;dp;greedy;trees,https://codeforces.com/contest/1740/problem/E,div1
3,1774,"Polynomial Round 2022 (Div. 1 + Div. 2, Rated, Prizes!)",E,Two Chess Pieces,1900,3795,dfs and similar;dp;greedy;trees,https://codeforces.com/contest/1774/problem/E,div1
4,1991,Pinely Round 4 (Div. 1 + Div. 2),E,Coloring Game,1900,4711,constructive algorithms;dfs and similar;games;graphs;greedy;interactive,https://codeforces.com/contest/1991/problem/E,div1
5,1060,"Codeforces Round 513 by Barcelona Bootcamp (rated, Div. 1 + Div. 2)",E,Sergey and Subway,2000,3336,dfs and similar;dp;trees,https://codeforces.com/contest/1060/problem/E,div1
6,1214,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)",E,Petya and Construction Set,2000,2790,constructive algorithms;graphs;math;sortings;trees,https://codeforces.com/contest/1214/problem/E,div1
7,1987,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),E,Wonderful Tree!,2000,3795,brute force;data structures;dfs and similar;dsu;greedy;trees,https://codeforces.com/contest/1987/problem/E,div1
8,1994,Codeforces Round 959 sponsored by NEAR (Div. 1 + Div. 2),E,Wooden Game,2000,5111,bitmasks;greedy;math;trees,https://codeforces.com/contest/1994/problem/E,div1
9,2061,"IAEPC Preliminary Contest (Codeforces Round 999, Div. 1 + Div. 2)",E,Kevin and And,2000,3511,bitmasks;brute force;dp;greedy;math;sortings,https://codeforces.com/contest/2061/problem/E,div1
10,768,"Divide by Zero 2017 and Codeforces Round 399 (Div. 1 + Div. 2, combined)",E,Game of Stones,2100,3300,bitmasks;dp;games,https://codeforces.com/contest/768/problem/E,div1
11,776,"ICM Technex 2017 and Codeforces Round 400 (Div. 1 + Div. 2, combined)",E,The Holmes Children,2100,2297,math;number theory,https://codeforces.com/contest/776/problem/E,div1
12,1023,"Codeforces Round 504 (rated, Div. 1 + Div. 2, based on VK Cup 2018 Final)",E,Down or Right,2100,2132,constructive algorithms;interactive;matrices,https://codeforces.com/contest/1023/problem/E,div1
13,1530,"Codeforces Round 733 (Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine))",E,Minimax,2100,3110,constructive algorithms;greedy;strings,https://codeforces.com/contest/1530/problem/E,div1
14,1553,"Harbour.Space Scholarship Contest 2021-2022 (open for everyone, rated, Div. 1 + Div. 2)",E,Permutation Shift,2100,3526,brute force;combinatorics;constructive algorithms;dfs and similar;dsu;graphs;math,https://codeforces.com/contest/1553/problem/E,div1
