#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,2005,Codeforces Round 972 (Div. 2),B2,The Strict Teacher (Hard Version),1200,20340,binary search;greedy;math;sortings,https://codeforces.com/contest/2005/problem/B2,div2
