#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,1967,Codeforces Round 942 (Div. 1),B1,Reverse Card (Easy Version),1400,15080,brute force;math;number theory,https://codeforces.com/contest/1967/problem/B1,div1
