#,contestId,contestName,index,name,rating,solvedCount,tags,link,division
1,2065,Codeforces Round 1003 (Div. 4),C1,Skibidus and Fanum Tax (easy version),1100,25084,binary search;dp;greedy,https://codeforces.com/contest/2065/problem/C1,div4
